english,polish
hark,słuchać uważnie
hopelessly,beznadziejnie
bouncy,sprężyste
respecting,co do
bueno,Bueno
beirut,Bejrut
mounting,montowanie
hurried,pośpieszny
kimchi,Kimchi
jong,Jong
moretti,Moretti
slaughterhouse,rzeźnia
davina,Davina
shilling,szyling
tarts,Tarty
overslept,Overslet
grinning,Uśmiechnięcie się
collars,kołnierze
yuen,Yuen
kneeling,klęczący
billings,Billings
selfishness,egoizm
unloading,rozładunek
mets,Mets
sanderson,Sanderson
straps,paski
eviction,eksmisja
rog,Rog
eliminating,eliminowanie
bae,Bae
manhunt,Płanna
whirlwind,trąba powietrzna
dodo,dront
munna,Munna
lobsters,homary
riviera,Riviera
millimeter,milimetr
jimi,Jimi
fished,łowiony
wield,władać
detachment,oderwanie
mps,MPS
legions,Legiony
hasan,Hasan
hooper,Hooper
crabtree,Crabtree
fragrant,pachnący
marek,Marek
glands,żołądź
palaces,pałace
delaware,Delaware
hurley,Hurley
faction,odłam
ive,Ive
rooney,Rooney
nominees,nominowani
sleepwalking,Lunatykowanie
hairstyle,Fryzura
cryin,Cryin
pastries,Ciasta
eloise,Eloise
casts,Odlewy
tijuana,Tijuana
marple,klon
cabs,kabiny
synchro,Synchro
spotless,nieskazitelny
sobriety,trzeźwość
beka,beka
gulp,łyk
intensifies,nasila się
theres,jest
heirloom,scheda
merrily,wesoło
unified,ujednolicony
fixes,poprawki
briefs,majtki
aesthetic,estetyka
swarming,Rój
campers,obozowicze
directory,informator
tabitha,Tabitha
cheered,dopingowane
priestess,kapłanka
entertainer,komik
whirl,wir
aspen,osika
pia,Pia
ipad,iPad
devastation,dewastacja
bernstein,Bernstein
lumpy,grudkowaty
wrinkle,zmarszczka
podium,podium
evils,zło
guesses,zgady
discreetly,dyskretnie
squads,drużyny
chunky,masywny
cj,CJ
gadgets,gadżety
advising,doradztwo
look-,wyglądać-
discredit,zdyskredytować
if-,jeśli-
awoke,Obudzisz się
grammy,Grammy
custer,Custer
ajax,Ajax
lebanon,Liban
stumbling,potykanie się
furs,futra
chucked,Chucked
pulmonary,płucny
pawnee,Pawnee
compel,zmusić
midtown,Midtown
ottoman,otomana
mano,Mano
ramos,Ramos
messengers,posłańcy
parrish,Parrish
walkers,Walkers
makoto,Makoto
gibbons,Gibbons
two-bit,dwukrotne
ammonia,amoniak
markus,Markus
kitchens,kuchnie
ru,ru
swans,łabędzie
pretzels,precelki
drags,przeciągają
yumi,Yumi
fickle,zmienny
punctured,Przebite
visitation,wizytacja
rounding,zaokrąglanie
lavon,Lavon
commute,dojeżdżać
adama,Adama
carousel,karuzela
fronts,fronty
stutters,Stutters
whips,Baty
wholly,całkowicie
checkbook,książeczka czekowa
stronghold,twierdza
jubilee,jubileusz
offenses,przestępstwa
specialize,specjalizować
diagram,diagram
civilised,cywilizowany
mould,pleśń
revival,odrodzenie
now,Teraz
compulsive,przymusowy
parisian,paryski
blur8,Blur8
egan,Egan
bergman,Bergman
lawsuits,Pozwy sądowe
year-old,roczny
million-dollar,milion dolarów
shui,Shui
cubic,sześcienny
jennie,Jennie
yogi,jog
seasonal,sezonowy
pressured,presja
restart,uruchom ponownie
kryptonite,Kryptonit
kinder,Kinder
friedrich,Friedrich
bosco,Bosco
hesitated,zawahał się
proverb,przysłowie
wanderer,wędrowiec
exchanging,wymiana
alibis,alibi
weaving,tkactwo
break-up,zerwać
airlock,Ściółka
gambled,Ganbled
finalists,finaliści
medicinal,leczniczy
depraved,zdeprawowany
mimicking,naśladowanie
bullshitting,bzdury
roofs,dachy
contemplate,rozważać
physicists,Fizycy
heathen,pogański
urgh,Urgh
addictive,wciągający
solves,rozwiązuje
heartbreaking,bolesny
dynamics,dynamika
advisors,doradcy
restoring,przywracanie
outward,zewnętrzny
rambling,pnący
boxed,pudełko
camped,obóz
praising,wychwalanie
topics,tematy
conservatory,konserwatorium
horsemen,jeździectwo
tatiana,Tatiana
clarissa,Clarissa
frisbee,Frisbee
defining,definiowanie
momo,Momo
cognitive,kognitywny
braddock,Braddock
diminished,zmniejszone
donating,darowizny
stoked,podekscytowany
biologist,biolog
riff,Riff
fasting,Post
elm,wiąz
councilor,radny
oww,OWW
starr,Starr
appliances,urządzenia
conspicuous,rzucający się w oczy
go.,iść.
gloom,mrok
pacing,tempo
gopal,Gopal
scrolls,Zwoje
muy,Muy
errol,errol
garza,Garza
handcuff,kajdanki
verma,Verma
crusaders,Krzyżowcy
creations,kreacje
shep,Shep
fines,Grzywny
implanted,wszczepiony
intellectuals,Intelektualiści
soprano,sopran
vanishing,zanik
frightful,straszny
omelette,omlet
conquering,zdobywanie
polka,polka
ordinarily,zwykle
travers,Travers
late-night,późna noc
cipher,szyfr
tonnes,tony
bolo,Bolo
chou,rozetka
denounce,potępiać
impersonating,podszywanie się pod uwagę
taxpayers,podatnicy
perceptive,spostrzegawczy
wilkins,Wilkins
hugely,ogromnie
lowering,opuszczenie
prescriptions,recepty
activists,działacze
affidavit,Oświadczenie
premeditated,dokonany z premedytacją
paloma,Paloma
moths,ćmy
patrolling,patrolowanie
who,kto
anthrax,wąglik
shipyard,stocznia
notre,Notre
gloss,połysk
adjacent,przylegający
phoney,fałszywy
territorial,terytorialny
mannequin,manekin
pratap,Pratap
toyota,Toyota
bren,Bren
cuter,ładujący
nooo,Nooo
koran,Koran
paxton,Paxton
papal,papieski
yorker,Yorker
keepers,opiekunowie
man-,facet-
yearn,tęsknić za kimś czymś
calming,łagodzący
farnsworth,Farnsworth
carp,karp
bel,bel
fluent,biegły
minivan,Minivan
rochester,Rochester
lister,obsypnik
bout,atak
descriptions,opisy
takeout,Na wynos
ahjussi,Ahjussi
enrico,Enrico
hillbilly,Hillbilly
generating,generowanie
raghu,Raghu
unconditional,bezwarunkowy
unofficial,nieoficjalny
tiara,tiara
gowns,Suknie
hearsay,pogłoska
renovation,renowacja
lucinda,Lucinda
misled,wprowadzony w błąd
pastures,pastwiska
clogged,Zatkane
lax,niedbały
clank,brzęk
remington,Remington
pimps,Pimps
footing,stopa
twists,zwroty akcji
securing,Zabezpieczenie
fiesta,Fiesta
sweetly,słodko
jie,Jie
tien,Tien
lashes,rzęsy
illicit,nielegalny
degrading,poniżający
similarly,podobnie
repaid,spłacić
raffle,loteria
gs,GS
denzel,Denzel
sulfur,siarka
homing,naprowadzający na cel
mead,miód pitny
delphine,Delphine
stasis,zastój
dicky,chory
nobleman,szlachcic
adelaide,Adelaida
fuji,Fuji
momentarily,chwilowo
newt,traszka
slender,smukły
implicated,zamieszane
reece,Reece
maverick,politycznie niezależny
contraption,przyrząd
dancin,DANCIN
fester,ropieć
stairway,klatka schodowa
earp,Earp
bins,pojemniki
flake,płatek
cubicle,boks biurowy
harrington,Harrington
mans,MANS
flashed,błyska
rainer,Rainer
indispensable,niezbędny
trivia,drobnostki
how,Jak
alderman,radny miejski
manifesto,manifest
wednesdays,Środy
bickering,kłótnie
because-,dlatego-
bruv,Bruv
prized,cenione
1960s,1960
dodged,unikany
hurrying,Pośpieszanie
kimura,Kimura
entourage,otoczenie
pretzel,precel
hickey,Hickey
conspired,spiskowane
mints,Mennice
thaw,odwilż
unexplained,niewyjaśnione
tampa,Tampa
acquisition,nabytek
amigos,Amigos
leeches,pijawki
unholy,bezbożny
profiles,profile
keypad,klawiatura
imposter,oszust
gutted,wypatroszony
conceited,zarozumiały
landscapes,Krajobrazy
hewes,Hewes
pubs,puby
pubic,łonowy
infernal,piekielny
defiant,wyzywający
correctional,poprawczy
rated,Oceniono
utopia,utopia
five-o,Pięć-O
insanely,szalenie
mousse,mus
finder,znalazca
dividing,działowy
veterinarian,lekarz weterynarii
puking,Poleć
huff,irytacja
lyin,Lyin
puked,Puked
naught,nic
georgina,Georgina
greenland,Grenlandia
bane,zmora
merle,Merle
tribune,trybuna
gauze,gaza
dredge,pogłębiać
crutches,kule kalekiego
rabble,motłoch
handgun,pistolet
vaginal,pochwowy
announcements,Ogłoszenia
infections,infekcje
corral,dziedziniec
renata,Renata
augustine,Augustyn
climbs,Wspinaczki
universes,Wszechświaty
middle-class,klasa średnia
rommel,Rommel
c-4,C-4
ditto,tak samo
likelihood,prawdopodobieństwo
archaeological,archeologiczny
coastline,linia brzegowa
não,Não
t.,t.
nestor,Nestor
javi,Javi
rigor,rygor
misconduct,złe prowadzenie się
lucid,przejrzysty
dolan,Dolan
majors,główne
donkeys,osły
imagery,obrazowość
preservation,ochrona
masturbating,masturbowanie
presley,Presley
skinned,Skórne
ornament,ornament
shrunk,skurczona
sneezing,kichanie
glare,blask
hanuman,Hanuman
watchin,Watchin
exceeded,przekroczone
aston,Aston
flaps,klapy
sculptures,Rzeźby
accompanying,towarzyszący
sami,Sami
mahoney,Mahoney
scrutiny,obserwacja
invoice,faktura
revelations,Objawienia
ho-ho,Ho-ho
sprout,kiełkować
mime,mim
diverted,przekierowane
alms,jałmużna
tilly,Tilly
garner,zbierać
unh-unh,Unh-unh
shiv,Shiv
domino,domino
escorting,eskortowanie
maris,Maris
ephram,Efram
aiding,pomoc
penises,penisy
upgraded,ulepszone
inserted,wstawione
aspirations,aspiracje
furnished,umeblowany
oop,oop
gunmen,bandyci
unprotected,bezbronny
smallville,Smallville
temperament,temperament
roper,Roper
chimps,szympansy
stressing,stresowanie
rejoin,zareplikować
madhu,Madhu
cordon,kordon
freeing,Uwolnienie
suitor,konkurent
tangible,zauważalny
emir,emir
limping,kuśtykający
lol,kupa śmiechu
a.k.a.,znany jako.
naina,Naina
arouse,wzbudzać
caffrey,Caffrey
travellers,podróżni
monumental,monumentalny
bipolar,dwubiegunowy
hurl,ciskać
baylor,Baylor
unwind,rozwijać
co2,CO2
supervised,nadzorowany
chandra,Chandra
drinkin,pić
devout,pobożny
architectural,architektoniczny
killin,KILLIN
larceny,kradzież
trilling,Trilling
medina,Medina
originals,oryginały
lear,Lear
sci-fi,Sci-Fi
paved,wybrukowany
decrease,zmniejszać
appetizer,przystawka
hamish,Hamish
almonds,migdały
crunchy,chrupki
treasurer,skarbnik
waterfront,nabrzeże
elixir,eliksir
perrine,Perrine
miley,Miley
unmarked,nieoznaczony
knuckle,golonka
guatemala,Gwatemala
tenure,tenuta
seein,widzieć w
abundant,obfity
calms,uspokaja
knicks,Knicks
miraculously,cudownie
beatings,bicie
gots,Gots
milking,dojenie
tumbling,koziołkujący
bead,koralik
nurture,wychowanie
uber,Uber
kebab,kebab
salads,Sałatki
redundant,zbędny
yuko,Yuko
real-life,prawdziwe życie
populated,zaludniony
goalie,bramkarz
yusuf,Yusuf
celtic,celtycki
superiority,wyższość
bernardo,Bernardo
giovanna,Giovanna
uncool,Niezadajny
mileage,przebieg
cocoon,kokon
mako,Mako
starlight,gwiezdny
valves,zawory
shucks,Shucks
surrounds,otoczenie
suture,szew
landslide,osuwisko
okey,okey
hover,unosić się
marches,marsze
foyle,Foyle
tinkling,majstrować
rimmer,Rimmer
bojack,Bojack
ex-con,były Con
terminator,terminator
rainbows,tęcze
circled,krążył
mellie,Mellie
restrained,powściągliwy
lodging,kwatera
claudius,Klaudiusz
rupture,pęknięcie
thinker,myśliciel
variations,Odmiany
magma,magma
galley,galera
jodi,Jodi
gloat,Gloat
get-,Dostawać-
wayward,nieobliczalny
y.,y.
wolfgang,Wolfgang
nein,Nein
strolling,spacerowy
day-to-day,dzień do dnia
corpus,ciało
reproduction,reprodukcja
babs,Babs
cannes,Cannes
railing,balustrada
turin,Turyn
ridiculously,śmiesznie
horrendous,przerażający
chases,goni
positioned,ustawione
angrily,gniewnie
bowler,melonik
bot,nerw
naruto,Naruto
yeung,Yeung
caterer,żywieniowiec
cultivate,kultywować
fullest,Pełne
q.,q.
mcnamara,McNamara
rampage,szał
extending,rozsuwalny
holloway,Holloway
forbids,zabrania
odo,Odo
w-wait,W-Wait
forsake,opuszczać
mocked,kpiąc
jerri,Jerri
nightly,nocny
petting,Petting
ust,Ust
severance,odcięcie
varsity,uniwerek
damascus,Damaszek
fscy100,FSCY100
digestive,trawienny
retained,zachowane
jagger,radełko
quoted,zacytowany
skips,Pomija
throbbing,pulsowanie
firefighters,strażacy
exploits,Exploits
scientology,Scjentologia
reeks,cuchnie
deficit,deficyt
barrister,adwokat
pepsi,Pepsi
fine.,Cienki.
dunes,wydmy
relied,polegał
evade,uchylać się
goner,umarlak
doggone,Doggone
gallo,Gallo
christening,chrzest
gothic,gotyk
ethiopia,Etiopia
bri,BRI
shroud,osłona
dingo,dingo
smacks,Smacks
spurs,ostrogi
stimulation,stymulacja
betrothed,narzeczony
relies,opiera się
warped,wichrowaty
justification,uzasadnienie
candid,szczery
small-time,mały czas
scrabble,bazgrać
vcr,VCR
visually,naocznie
liter,litr
isobel,Isobel
koo,Koo
evenly,równomiernie
emissions,emisje
they-,one-
dooley,Dooley
counselors,doradcy
tahiti,Tahiti
revolutionaries,rewolucjoniści
putin,Putin
metre,metr
conqueror,zdobywca
qui,Qui
favorable,korzystny
marv,Marv
montague,Montague
tarp,plandek
hancock,Hancock
mayan,Majów
overturned,wywrócony
holster,kabura
herriot,Herriot
christa,Christa
crowe,Crowe
realization,realizacja
faintly,słabo
hawthorne,Hawthorne
tuberculosis,gruźlica
at,w
statistically,statystycznie
capri,Capri
odette,Odette
tolerant,tolerancyjny
modify,modyfikować
clary,Clary
inhaling,wdychanie
plough,pług
exceed,przekroczyć
flutter,trzepotanie
jackal,szakal
detest,brzydzić
kingston,Kingston
rhys,Rhys
sapphire,szafir
andres,Andres
scariest,najstraszniejsze
duff,lipny
foresee,przewidywać
unsuccessful,nieudany
sy,Sy
odyssey,Odyssey
premonition,przeczucie
psychiatry,psychiatria
sexiest,Najseksowniejsze
fathom,pojąć
montecito,Montecito
pears,gruszki
seizing,chwycenie
hani,Hani
austen,Austen
therese,teres
templar,templariusz
hoods,kaptura
hospice,hospicjum
creak,skrzypienie
yip,yip
maniacs,maniakowie
rotating,obracanie
keaton,Keaton
behavioral,behawioralne
subtitled,Podtytuł
adaptation,dostosowanie
eyewitnesses,naoczne świadki
meatwad,Meatwad
indies,Indie
mavis,Mavis
swede,Szwed
intricate,zawiły
nirvana,nirwana
offline,offline
cyprus,Cypr
selena,Selena
devoured,Pożerane
coloring,kolorowanie
m-a,mama
aristotle,Arystoteles
quail,Przepiórka
suh,Suh
cheques,czeki
independently,niezależnie
robust,solidny
danke,Danke
cannibals,kanibale
zeb,Zeb
mitsuko,Mitsuko
deduction,odliczenie
fives,piątki
bombings,bombardowania
impolite,nieuprzejmy
dependable,niezawodny
darrell,Darrell
mundane,przyziemny
extremes,skrajności
duran,Duran
introductions,Wprowadzenia
pledges,przyrzeczenia
pestering,Pustierowanie
carlin,Carlin
patrice,Patrice
injunction,nakaz
windmill,wiatrak
pebble,kamyk
closets,szafy
relapse,recydywa
open-minded,otwarty
char,zwęglać
retrieved,Źródło
jamaican,Jamajczyk
dismantle,zdemontować
lingering,przewlekły
reside,zamieszkać
rachael,Rachael
entrances,wejścia
claustrophobic,klaustrofobiczny
hick,chłop
bison,bizon
barack,Barack
chivalry,rycerskość
meena,Meena
judah,Juda
sanjana,Sanjana
poseidon,Posejdon
bonkers,zwariowany
surfaces,powierzchnie
jest,żart
teammate,kolega z drużyny
toddler,Brzdąc
lager,Lager
antoinette,Antoinette
high-profile,wysoki profil
incarcerated,uwięzione
stylist,stylista
propeller,śmigło
novice,nowicjusz
scarier,bardziej przerażające
bloodthirsty,krwiożerczy
nightcap,szlafmyca
entries,wpisy
curved,zakrzywiony
chants,pieśni
juanita,Juanita
warms,rozgrzewa się
viceroy,wicekról
cornelius,Cornelius
rustle,szelest
vertigo,zawrót głowy
communal,wspólny
pu,Pu
hemorrhaging,krwotok
springtime,wiosna
avi,Avi
puzzled,Zastosowane
syrian,syryjski
pedestrian,pieszy
marino,Marino
we`re,Jesteśmy
blazer,marynarka
ballpark,przybliżony zakres
plagued,nękany
consistency,spójność
deena,Deena
bronson,Bronson
untraceable,nieprzekraczone
relativity,względność
grazing,pasący się
paging,stronicowanie
regretting,żałuję
recharge,Naładuj
ahhhh,Ahhhh
polluted,zanieczyszczone
karthik,Karthik
plotted,wykreślony
drivin,Drivin
smoky,dymny
bertrand,Bertrand
buggers,Buggers
katia,Katia
revered,czczony
aman,mężczyzna
nandu,Nandu
cassius,Cassius
uss,USS
deepak,Deepak
vittorio,Vittorio
bloodbath,Blood Cath
psychosis,psychoza
mulligan,Mulligan
ok.,ok.
backgrounds,tła
downing,Downing
ramesh,Ramesh
affections,uczucia
cbi,CBI
finley,Finley
repercussions,reperkusje
krang,Krang
humping,humping
shone,świeciło
dietrich,Dietrich
bub,Bub
hornet,szerszeń
emperors,cesarze
mme,mme
rhetorical,retoryczny
unsettling,Niepokojące
wacko,Wacko
famished,głodny
distortion,zniekształcenie
vishnu,Vishnu
publishers,Wydawcy
meek,cichy
reunite,ponownie połączyć
carotid,tętnica szyjna
chinaman,Chińczyk
terrance,Terrance
starsky,Starsky
telephones,Telefony
tock,Tock
competitions,zawody
lapse,pomyłka
gayle,Gayle
light-years,lata świetlne
plunder,grabież
unloaded,rozładowany
plump,pulchny
trendy,modny
sears,Sears
vasquez,Vasquez
bureaucracy,biurokracja
carlotta,Carlotta
rhode,Rhode
fins,płetwy
us-,nas-
intending,zamierzanie
conspiring,spiskujący
sadist,sadysta
seminary,seminarium duchowne
oh-oh-oh,oh-oh-oh
bicycles,Rowery
sculpting,Rzeźbienie
condescending,protekcjonalny
orgasms,orgazmy
lenore,Lenore
moonshine,rojenia
incurable,nieuleczalny
pamphlet,broszura
clinics,kliniki
nottingham,Nottingham
nominate,mianować
wholesome,zdrowy
termites,termity
thunderbird,Thunderbird
mckenna,McKenna
frigid,lodowaty
aviv,Aviv
occurring,występujący
ese,Ese
summertime,Summertime
skype,Skype
bikers,rowerzyści
induced,wywołany
missionaries,misjonarze
arabian,arabski
lacrosse,rodzaj gry w hokeja
rarity,rzadkość
gaines,Gaines
dumpling,kluska
brood,plemię
creamy,kremowy
weenie,Siusiak
eggman,Eggman
goddam,Goddam
supergirl,Super dziewczyna
roadblocks,blokady drogowe
lennie,Lennie
seductive,uwodzicielski
ornaments,ozdoby
annoys,denerwuje
wards,oddziały
tintin,Tintin
dimensional,wymiarowy
reverence,cześć
charly,Charly
belches,Belches
hooligans,chuligancy
lavatory,toaleta
cabbie,Cabbie
adrien,Adrien
extinguisher,gaśnica
vader,Vader
madagascar,Madagaskar
breeds,rasy
audacity,śmiałość
cadaver,zwłoki
fluff,puch
yoshida,Yoshida
raina,Raina
willpower,siła woli
sicilian,sycylijski
bewitched,oczarowany
cannonball,Cannonball
esta,Esta
sampson,Sampson
aorta,aorta
head-on,głowa
sidelines,Boku
candies,cukierki
defeating,pokonanie
kruger,Kruger
penetrating,przenikliwy
aqua,wodny
quitter,niewytrwały człowiek
wil,Wil
hydraulic,hydrauliczny
pulitzer,Pulitzer
j.p.,J.P.
trucker,ciężarowiec
clinks,Clinks
pooped,kupa
calculus,rachunek różniczkowy
tau,Tau
peeling,peeling
filters,filtry
overtake,wyprzedzać
ell,łokieć
kobayashi,Kobayashi
transforming,transformatorowy
cultured,wykształcony
magnets,magnes
cartridge,nabój
langston,Langston
choppers,Choppery
sera,Sera
nuggets,Nuggets
honoring,Honorowanie
historians,historycy
shanti,Shanti
fainting,półomdlały
dears,Drodzy
delights,zachwyty
soothe,łagodzić
gazette,gazeta
unhappiness,nieszczęście
bertram,Bertram
continuity,ciągłość
pauly,Pauly
packaging,opakowanie
suns,słońce
sheba,Sheba
enmity,wrogość
mansfield,Mansfield
scorn,pogarda
staple,zszywka
sitcom,komedia sytuacyjna
commie,komisja
toasted,Opieczony
coyotes,kojoty
vary,różnić się
singin,Singin
decorator,dekorator
laird,dziedzic
liner,liniowiec
eggplant,bakłażan
alliances,sojusze
huts,chaty
appealed,odwołał się
molecule,cząsteczka
mossad,Mossad
petite,mały
synagogue,synagoga
palestinians,Palestyńczycy
quilt,kołdra
gynecologist,ginekolog
stutter,jąkać się
warhead,głowica bojowa
articulate,artykułować
space-time,"czas, przestrzeń"
giulio,Giulio
nudge,szturchać
os,OS
jumong,Jumong
mordecai,Mordecai
bombshell,bomba
monaco,Monako
brooding,Rozważanie
vertebrae,kręgi
therapeutic,terapeutyczny
booker,Booker
coordination,koordynacja
atf,ATF
mathematician,matematyk
smeared,rozmazany
mizuki,Mizuki
uncontrollable,niepowstrzymany
stampede,popłoch
giselle,Giselle
amor,Amor
prospective,spodziewany
limestone,wapień
conduit,przewód
kabul,Kabul
modern-day,nowoczesny dzień
dipper,zgłębnik
willoughby,Willoughby
avenger,mściciel
orbits,orbity
sentry,wartownik
scrapes,zadrapania
mishap,nieszczęście
lyric,liryczny
disapprove,potępiać
intimidation,zastraszenie
doubling,podwojenie
impending,bliski
sachin,Sachin
shootin,Strzelaj
shrinks,kurczy się
themes,tematy
shamed,zawstydzony
indications,wskazania
senora,Senora
crumb,miękisz
limitless,bezgraniczny
ahmad,Ahmad
tiberius,Tyberiusz
caveman,jaskiniowiec
bonny,sympatyczny
faintest,najsłabsze
hawkes,Hawkes
grandeur,wielkość
deke,Deke
prasad,Prasad
showering,prysznic
dildo,Dildo
executions,egzekucje
corroborate,potwierdzać
contingency,przypadkowość
suri,Suri
avenged,Avenged
defenders,Obrońcy
translates,tłumaczy
mila,Mila
primo,Primo
bestow,obdarzyć
combinations,kombinacje
godforsaken,bezludny
pedestal,piedestał
stout,gruby
glaciers,lodowce
mahal,Mahal
moby,Moby
valentino,Valentino
dishonor,hańba
otter,wydra
eminent,wybitny
supernova,Supernova
weir,jaz
java,Jawa
1980s,1980
seasick,cierpiący na morską chorobę
populations,populacje
flips,Odwrotki
mooing,ryczenie
mani,Mani
cabins,kabiny
pang,ostry ból
presumptuous,arogancki
subversive,wywrotowy
tokugawa,Tokugawa
elastic,elastyczny
libya,Libia
single-handedly,pojedynczo
pristine,dziewiczy
width,szerokość
sweats,poty
accomplishments,Osiągnięcia
remainder,reszta
resides,mieszka
impaired,upośledzony
yellowstone,Yellowstone
retreated,wycofał się
lateral,boczny
remembrance,pamięć
smelt,stynka
biased,stronniczy
strangulation,uduszenie
prying,wścibski
nt,nt
hermes,Hermes
two-way,dwukierunkowy
sphinx,sfinks
self-defence,Samoobrona
internally,wewnętrznie
rhoda,Rhoda
fisk,Fisk
sympathies,sympatie
nickels,Neckels
galloping,galopujący
lamar,Lamar
dara,Dara
never-ending,bez końca
downloading,ściąganie
douchebag,dupek
lotto,loteryjka
danvers,Danvers
rephrase,Omow wszystko jeszcze raz
casablanca,Casablanka
ventilator,wentylator
kraut,Kraut
sanitation,urządzenia sanitarne
ekg,EKG
diseased,chory
eskimo,Eskimos
confessor,spowiednik
aladdin,Aladdin
rutledge,Rutledge
ruddy,rumiany
brodie,Brodie
flashback,wspomnienie
caged,w klatce
imperfect,niedoskonały
routines,rutyny
reconnect,na nowo połączyć
plymouth,Plymouth
quantico,Quantico
sanctioned,sankcjonowane
vulnerability,słaby punkt
rearrange,przemieniać
synced,zsynchronizowany
citadel,cytadela
guillermo,Guillermo
nibble,skubać
forcibly,siłą
world-famous,znany na cały świat
insinuating,przymilny
malignant,złośliwy
enslaved,zniewolony
canister,kanister
intersect,przecinać
zeros,zer
undefeated,niepokonany
gunned,zastrzelony
candlelight,światło ze świeczki
clancy,Clancy
big-ass,Big-Ass
mythbusters,Pogromcy mitów
meng,Meng
salesmen,Sprzedawcy
britta,Britta
daisies,Daisies
maxie,Maxie
thad,Thad
hairdo,fryzura
oblivious,nieświadomy
yoda,Yoda
criticizing,krytykowanie
truffle,trufla
vie,współzawodniczyć
crisps,chipsy
strangling,Duszne
petit,Petit
shootout,strzelanina
abduct,uprowadzać
cloning,Klonowanie
ranked,ranking
dazzle,oślepiać
stork,bocian
coronary,wieńcowy
jive,Jive
mathieu,Mathieu
lard,smalec
shedding,rozsiewanie światła
massages,masaże
o-okay,O-OKAY
th-that,that-that
poaching,kłusownictwo
immaculate,nieskazitelny
hefty,mocny
stocked,zaopatrzony
buddhism,buddyzm
monologue,monolog
mehmet,Mehmet
satanic,szatański
linear,liniowy
swami,Swami
blackmailer,szantażysta
bora,bora
endorse,podpisać się
enid,Enid
kimmie,Kimmie
liege,lenny
looky,wyglądać
subsequent,późniejszy
madden,szaleć
c.t.,C.T.
snip,fantastyczna okazja
hernia,przepuklina
philosophers,filozofowie
rapists,gwałciciele
recommending,Zalecanie
highways,autostrady
bloodline,linia krwi
septic,septyczny
categories,kategorie
graces,łaski
hammers,Hammers
yeast,drożdże
mueller,Mueller
cummings,Cummings
avocado,awokado
logically,logicznie
oaf,niedołęga
corbett,Corbett
prompt,podpowiedź
alonzo,Alonzo
mushy,bzdurny
shinji,Shinji
ei,ei
campsite,obozowisko
eels,węgorze
oh-,oh-
safeguard,zabezpieczenie
bling,Bling
farted,pierdzone
auf,auf
flex,przewód
fruitcake,ciasto owocowe
danes,Duńczycy
fulton,Fulton
heiress,dziedziczka
amaar,Amaar
beets,buraki
izzie,Izzie
racetrack,tor wyścigowy
ganesh,Ganesh
escorts,eskorty
leaps,Skok
rajesh,Rajesh
parson,pastor
gazing,Patrzenie
pap,papka
imprint,odcisk
jigsaw,puzzle
coven,Sobot
palin,Palin
ach,ach
discourage,zniechęcać
recycle,recykling
constantinople,Konstantynopol
sheesh,do licha
appalled,przerażony
lisbeth,Lisbeth
unlawful,bezprawny
birthplace,miejsce urodzenia
wank,Wank
thriller,kryminał
hepatitis,zapalenie wątroby
clutches,szprychy
yves,Yves
publicist,publicysta
briscoe,Briscoe
d.n.a.,D.N.A.
insistent,natarczywy
hires,Wynajmujący
tentacles,Macki
archangel,archanioł
schiller,Schiller
submerged,zanurzony
brianna,Brianna
manuela,Manuela
rd,r & D
intoxicating,upojny
crock,zdechlak
hither,tutaj
cliche,frazes
castor,rolka
forty-five,czterdzieści pięć
anastasia,Anastazja
timeless,ponadczasowy
enquiries,zapytania
occurrence,występowanie
pilates,Pilates
hypocritical,obłudny
ah-ah,ah-ah
sharper,oszust
healy,Healy
manufacturers,producenci
governed,rządzony
proteins,białka
resurrected,zmartwychwstanie
hearst,Hearst
cushions,poduszki
psychiatrists,psychiatrzy
halves,połówki
menopause,klimakterium
butchers,rzeźnika
preserving,konserwowanie
environments,środowiska
ponytail,koński ogon
all-out,wszyscy won
louse,wesz
dilated,rozszerzony
garbled,zniekształcony
prognosis,rokowanie
neutron,neutron
airtight,hermetyczny
yo-yo,jo-jo
jazzy,zgrzytliwy
ufos,UFO
compounds,Związki
blazes,Blazes
bulgarian,bułgarski
lebeau,Lebeau
coney,Coney
a.d.,ogłoszenie.
bulgaria,Bułgaria
armageddon,Armageddon
contributing,Wkład
sinbad,Sinbad
inauguration,inauguracja
slicing,krajanie na plastry
restraints,ograniczenia
accents,akcenty
frederic,Frederic
cavern,grota
kremlin,Kremlin
warship,okręt wojenny
olly,Olly
militant,wojowniczy
objectives,cele
newscaster,Newscaster
verne,Verne
calculator,kalkulator
nicknames,pseudonimy
kiddie,Kiddie
replay,powtórna rozgrywka
tibetan,Tybetańskie
daycare,przedszkola
abuses,nadużycia
zee,Zee
righto,prawy
programmes,programy
yung,Yung
snout,pysk
rein,wodza
dwarfs,Krasnoludy
mono,mononukleoza
darned,Cholera
embryo,zarodek
frosting,lukier
obituary,pośmiertny
tickled,łaskotane
truffles,Trufle
susceptible,podatny
all-,wszystko-
heaps,sterty
tingling,mrowienie
canvass,werbować
brits,Brytyjczycy
cherokee,Cherokee
tov,TOV
twenties,dwudzieste
neanderthals,Neandertalczyki
perk,akcydens
pebbles,Pebbles
braid,warkocz
something-,coś-
fleece,runo
sensory,sensoryczny
chirp,ćwierkanie
assaults,napastowanie
pheasant,bażant
variables,zmienne
mas,mas
moping,Moping
docked,zadokowany
websites,strony internetowe
